scenario_id,junction_id,simulation_time_s,queue_length_m,vehicle_count,avg_speed_kmh,queue_minus_5,queue_minus_10,queue_minus_15,queue_minus_20,queue_slope,target_queue_60s,predicted,naive_pred
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,361.0,10.0,2,0.0,25.0,25.0,25.0,15.0,-0.25,10.0,19.552574,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,366.0,5.0,3,11.368691131936002,10.0,25.0,25.0,25.0,-1.0,10.0,47.122147,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,371.0,10.0,2,0.0018449290816707,5.0,10.0,25.0,25.0,-0.75,15.0,28.955898,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,376.0,10.0,3,17.605561679732393,10.0,5.0,10.0,25.0,-0.75,20.0,49.473915,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,381.0,10.0,2,0.0,10.0,10.0,5.0,10.0,0.0,20.0,6.464632,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,386.0,10.0,2,0.0,10.0,10.0,10.0,5.0,0.25,20.0,6.3823624,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,391.0,10.0,2,0.0,10.0,10.0,10.0,10.0,0.0,10.0,6.464632,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,396.0,10.0,2,0.0,10.0,10.0,10.0,10.0,0.0,0.0,6.464632,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,401.0,10.0,2,0.0,10.0,10.0,10.0,10.0,0.0,0.0,6.464632,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,406.0,5.0,3,2.594453010621539,10.0,10.0,10.0,10.0,-0.25,0.0,15.609146,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,411.0,10.0,2,0.0001992223918988,5.0,10.0,10.0,10.0,0.0,5.0,6.464632,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,416.0,10.0,2,0.0,10.0,5.0,10.0,10.0,0.0,10.0,6.464632,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,421.0,10.0,2,0.0,10.0,10.0,5.0,10.0,0.0,10.0,6.464632,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,426.0,10.0,3,0.4290045752706101,10.0,10.0,10.0,5.0,0.25,10.0,9.247013,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,431.0,15.0,3,0.0002841135447707,10.0,10.0,10.0,10.0,0.25,15.0,8.646792,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,436.0,20.0,4,0.0628819178385234,15.0,10.0,10.0,10.0,0.5,0.0,10.3606,20.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,441.0,20.0,4,0.0,20.0,15.0,10.0,10.0,0.5,0.0,8.247464,20.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,446.0,20.0,4,0.0,20.0,20.0,15.0,10.0,0.5,5.0,8.247464,20.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,451.0,10.0,2,0.0135157832135344,20.0,20.0,20.0,15.0,-0.25,5.0,17.212467,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,456.0,0.0,0,0.0,10.0,20.0,20.0,20.0,-1.0,5.0,8.208739,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,461.0,0.0,0,0.0,0.0,10.0,20.0,20.0,-1.0,15.0,8.593481,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,466.0,0.0,0,0.0,0.0,0.0,10.0,20.0,-1.0,15.0,7.524607,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,471.0,5.0,1,0.0767918972869027,0.0,0.0,0.0,10.0,-0.25,15.0,8.311465,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,476.0,10.0,3,18.55034426477756,5.0,0.0,0.0,0.0,0.5,15.0,18.052504,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,481.0,10.0,3,28.608084592045834,10.0,5.0,0.0,0.0,0.5,10.0,49.7497,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,486.0,10.0,2,0.0,10.0,10.0,5.0,0.0,0.5,10.0,4.8251686,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,491.0,15.0,3,0.0526434254428589,10.0,10.0,10.0,5.0,0.5,10.0,9.9429455,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,496.0,0.0,0,0.0,15.0,10.0,10.0,10.0,-0.5,10.0,5.434172,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,501.0,0.0,1,33.96848371716811,0.0,15.0,10.0,10.0,-0.5,15.0,12.194044,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,506.0,5.0,1,0.0821812620544512,0.0,0.0,15.0,10.0,-0.25,15.0,8.311465,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,511.0,5.0,2,41.52866827881666,5.0,0.0,0.0,15.0,-0.5,15.0,11.761112,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,516.0,5.0,2,11.449758597400196,5.0,5.0,0.0,0.0,0.25,15.0,5.97805,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,521.0,15.0,3,0.0047460137203367,5.0,5.0,5.0,0.0,0.75,15.0,6.648758,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,526.0,15.0,3,0.0,15.0,5.0,5.0,5.0,0.5,0.0,9.469972,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,531.0,15.0,3,0.0,15.0,15.0,5.0,5.0,0.5,0.0,10.110523,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,536.0,15.0,3,0.0,15.0,15.0,15.0,5.0,0.5,0.0,9.6511,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,541.0,10.0,3,0.7412759996477524,15.0,15.0,15.0,15.0,-0.25,0.0,18.206274,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,546.0,10.0,3,6.82194110647283,10.0,15.0,15.0,15.0,-0.25,10.0,26.303373,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,551.0,10.0,3,15.242334936533338,10.0,10.0,15.0,15.0,-0.25,15.0,28.833961,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,556.0,10.0,2,0.0,10.0,10.0,10.0,15.0,-0.25,15.0,14.802054,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,561.0,15.0,3,0.0367085294460728,10.0,10.0,10.0,10.0,0.25,15.0,9.579189,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,566.0,15.0,3,0.0,15.0,10.0,10.0,10.0,0.25,15.0,8.646792,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,571.0,15.0,3,0.0,15.0,15.0,10.0,10.0,0.25,10.0,9.287345,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,576.0,15.0,4,17.93212138978299,15.0,15.0,15.0,10.0,0.25,5.0,21.76059,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,581.0,15.0,3,0.0,15.0,15.0,15.0,15.0,0.0,5.0,9.780973,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,586.0,0.0,0,0.0,15.0,15.0,15.0,15.0,-0.75,5.0,6.40043,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,591.0,0.0,0,0.0,0.0,15.0,15.0,15.0,-0.75,5.0,7.4257255,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,596.0,0.0,0,0.0,0.0,0.0,15.0,15.0,-0.75,10.0,6.7851744,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,601.0,0.0,1,10.275474299221086,0.0,0.0,0.0,15.0,-0.75,10.0,10.328009,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,606.0,10.0,3,2.3863036489834872,0.0,0.0,0.0,0.0,0.5,10.0,0.8580209,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,611.0,15.0,3,0.0005962443999376,10.0,0.0,0.0,0.0,0.75,10.0,6.4771914,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,616.0,15.0,3,0.0,15.0,10.0,0.0,0.0,0.75,0.0,6.4771914,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,621.0,15.0,3,0.0,15.0,15.0,10.0,0.0,0.75,0.0,6.6260247,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,626.0,15.0,3,0.0,15.0,15.0,15.0,10.0,0.25,0.0,9.287345,15.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,631.0,10.0,3,1.1591476185059182,15.0,15.0,15.0,15.0,-0.25,0.0,18.206274,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,636.0,5.0,2,7.729585790644032,10.0,15.0,15.0,15.0,-0.5,5.0,15.088481,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,641.0,5.0,2,16.3928275340602,5.0,10.0,15.0,15.0,-0.5,5.0,13.749755,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,646.0,5.0,2,34.150293366171134,5.0,5.0,10.0,15.0,-0.5,10.0,18.591799,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,651.0,5.0,1,0.0,5.0,5.0,5.0,10.0,-0.25,10.0,7.406266,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,656.0,10.0,2,0.1518141069542213,5.0,5.0,5.0,5.0,0.25,10.0,7.2875624,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,661.0,10.0,2,0.0,10.0,5.0,5.0,5.0,0.25,0.0,6.3823624,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,666.0,10.0,2,0.0,10.0,10.0,5.0,5.0,0.25,0.0,6.3823624,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,671.0,10.0,2,0.0,10.0,10.0,10.0,5.0,0.25,0.0,6.3823624,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,676.0,0.0,0,0.0,10.0,10.0,10.0,10.0,-0.5,0.0,5.434172,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,681.0,0.0,1,16.51235716540154,0.0,10.0,10.0,10.0,-0.5,0.0,10.232121,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,686.0,0.0,0,0.0,0.0,0.0,10.0,10.0,-0.5,0.0,6.4594674,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,691.0,0.0,1,0.4433605973239068,0.0,0.0,0.0,10.0,-0.5,0.0,7.4972014,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,696.0,5.0,1,0.002462483807899,0.0,0.0,0.0,0.0,0.25,5.0,5.3307853,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,701.0,5.0,1,0.0,5.0,0.0,0.0,0.0,0.25,5.0,4.31049,5.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,706.0,10.0,2,0.0076400828446291,5.0,5.0,0.0,0.0,0.5,0.0,6.497918,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,711.0,10.0,2,0.0,10.0,5.0,5.0,0.0,0.5,0.0,4.8251686,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,716.0,10.0,2,0.0,10.0,10.0,5.0,5.0,0.25,0.0,6.3823624,10.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,721.0,0.0,0,0.0,10.0,10.0,10.0,5.0,-0.25,5.0,5.3519025,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,726.0,0.0,0,0.0,0.0,10.0,10.0,10.0,-0.5,5.0,6.4594674,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,731.0,0.0,0,0.0,0.0,0.0,10.0,10.0,-0.5,5.0,6.4594674,0.0
TEST_combined_extreme_hetero_14413,cluster_13546492148_1838721956,736.0,0.0,0,0.0,0.0,0.0,0.0,10.0,-0.5,5.0,6.4594674,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,21.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,41.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,46.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,51.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,56.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,61.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,66.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,71.0,0.0,1,45.47756285327486,0.0,0.0,0.0,0.0,0.0,10.0,15.257093,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,76.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,81.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,86.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,91.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,96.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,101.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363607,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,106.0,0.0,2,53.21508219702839,0.0,0.0,0.0,0.0,0.0,0.0,1.6634777,0.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,111.0,5.0,2,17.809706538002686,0.0,0.0,0.0,0.0,0.25,0.0,9.331767,5.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,116.0,5.0,1,0.0,5.0,0.0,0.0,0.0,0.25,0.0,4.31049,5.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,121.0,5.0,1,0.0,5.0,5.0,0.0,0.0,0.25,5.0,4.31049,5.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,126.0,5.0,2,0.3819799682334807,5.0,5.0,5.0,0.0,0.25,5.0,5.4441495,5.0
TEST_combined_extreme_hetero_14413,cluster_2061304035_245647208,131.0,10.0,2,0.0,5.0,5.0,5.0,5.0,0.25,5.0,6.3823624,10.0
